# ALPHA = 0.5
# NUMBER_OF_TESTS = 11

# _SET1_  VARIABLE = Astrocytes (set)
# _SET1_  NGENES = 288
# _SET1_  P-VALUE = 0.0203568
_SET1_   GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   AQP4          18   24422007   24480735    454      44  175443     -0.46587      0.72578    5.6534e-05     -0.46592
_SET1_   DTNA          18   32038254   32481808   1975     112  228318     -0.72619      0.82982    5.6534e-05     -0.72624
_SET1_   SLC14A1       18   43269088   43342485    528      51  303878       1.5205     0.059424    5.6534e-05       1.5205
_SET1_   MAPK4         18   48051484   48268196   1015     121  224615      -1.2321      0.92753    5.6534e-05      -1.2322
_SET1_   CDH20         18   58965815   59247123   1293     222  233520       1.4408      0.16839    5.6534e-05       1.4407
_SET1_   BCL2          18   60780579   61022011   1141     215  256762       -2.022      0.99327    5.6534e-05       -2.022
_SET1_   ZNF516        18   74059637   74242146    994     141  238735      -1.5648      0.96861    5.6534e-05      -1.5649
_SET1_   PALM          19     673953     758330    652     125  275491     -0.36673      0.72422    5.6534e-05     -0.36679
_SET1_   APC2          19    1411269    1483243    317      82  173044     -0.23127      0.70017    5.6534e-05     -0.23133
_SET1_   RFX2          19    5983175    6145664    812      67  200888      0.42988      0.40008    5.6534e-05      0.42982
_SET1_   COL5A3        19   10060237   10156147    658     105  320365     -0.73372      0.80795    5.6534e-05     -0.73377
_SET1_   EPS15L1       19   16456055   16617823    673      66  229489     -0.43984      0.72012    5.6534e-05      -0.4399
_SET1_   APOE          19   45374039   45422650    246      69  283314      -1.5543      0.95583    5.6534e-05      -1.5543
_SET1_   HIF3A         19   46765303   46856690    597      77  299438      -1.2312      0.90716    5.6534e-05      -1.2313
_SET1_   TTYH1         19   54891605   54957899    527      82  232308       1.6469     0.069365    5.6534e-05       1.6468
_SET1_   PLCB1         20    8077912    8875547   3965     317  285486      -2.5178      0.99898    5.6534e-05      -2.5178
_SET1_   CST3          20   23598534   23653685    309      36  245685      0.36634      0.36983    5.6534e-05      0.36628
_SET1_   ACSS1         20   24976866   25073818    482      80  234603    -0.030207      0.58949    5.6534e-05    -0.030264
_SET1_   SNTA1         20   31985763   32066698    224      65  150605       2.5655     0.011026    5.6534e-05       2.5654
_SET1_   ZHX3          20   39797089   39963766    614      59  231988     -0.49199      0.72559    5.6534e-05     -0.49205
_SET1_   SDC4          20   43943928   44012064    343      58  253514     -0.64209      0.76452    5.6534e-05     -0.64215
_SET1_   EYA2          20   45488263   45827492   1869     194  244709      -1.2949      0.94949    5.6534e-05      -1.2949
_SET1_   TSHZ2         20   51553946   52121869   2727     334  249229     -0.16869      0.76372    5.6534e-05     -0.16874
_SET1_   CECR2         22   17921630   18043845    781     107  273267      0.13944      0.52323    5.6534e-05      0.13938
_SET1_   SLC25A18      22   18008030   18083651    398      97  243891      -1.0811      0.90753    5.6534e-05      -1.0812
_SET1_   BCR           22   23487402   23670224   1057      82  225672     -0.23203      0.64061    5.6534e-05     -0.23208
_SET1_   KIAA1671      22   25313676   25603415   1233     147  260565     -0.54276      0.78712    5.6534e-05     -0.54281
_SET1_   GRK3          22   25925861   26135259    917      54  247443       1.4698     0.087105    5.6534e-05       1.4697
_SET1_   ZNRF3         22   29244755   29463476    866      66  251527       1.6109     0.063641    5.6534e-05       1.6108
_SET1_   TIMP3         22   33161802   33269028    575      69  262825      0.31706      0.41218    5.6534e-05        0.317
_SET1_   PHF21B        22   45267042   45440809   1095     117  269751      -1.2925      0.93075    5.6534e-05      -1.2925
_SET1_   KIAA0930      22   45578123   45671650    700      77  254196      0.91534      0.20433    5.6534e-05      0.91528

# _SET2_  VARIABLE = DaNs (set)
# _SET2_  NGENES = 3558
# _SET2_  P-VALUE = 0.014273
_SET2_   GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET2_   ACAP3          1    1217764    1278304    377      65  175605      0.32614      0.47471    5.6534e-05      0.32608
_SET2_   GNB1           1    1706725    1857552    572      72  197311      0.27334      0.46202    5.6534e-05      0.27329
_SET2_   PRKCZ          1    1946909    2126834   1030     106  209338      0.20866      0.50339    5.6534e-05       0.2086
_SET2_   AJAP1          1    4680105    4853851   1258     147  295461       1.8905     0.048845    5.6534e-05       1.8904
_SET2_   KCNAB2         1    6017358    6171253    825     110  248285      0.82125      0.27208    5.6534e-05       0.8212
_SET2_   CHD5           1    6151847    6275194    623      83  266249      0.76346      0.26945    5.6534e-05       0.7634
_SET2_   ACOT7          1    6314332    6488826    969      58  253631      -0.4974      0.72577    5.6534e-05     -0.49745
_SET2_   DNAJC11        1    6684228    6796966    448      51  256056      -1.3085      0.91067    5.6534e-05      -1.3085
_SET2_   CAMTA1         1    6810384    7839766   4798     356  258770     -0.45445      0.83301    5.6534e-05     -0.45451
_SET2_   RERE           1    8402464    8912699   1613      65  220341     -0.08702      0.55789    5.6534e-05    -0.087077
_SET2_   CLSTN1         1    9779079    9919550    692      61  135601       1.0978      0.19511    5.6534e-05       1.0978
_SET2_   UBE4B          1   10058041   10251297    745      51  231411       2.3847     0.012024    5.6534e-05       2.3847
_SET2_   KIF1B          1   10235606   10451664   1009      36  310922      0.98509      0.14345    5.6534e-05      0.98503
_SET2_   PEX14          1   10500003   10700815    766      68  252551      0.24421      0.43637    5.6534e-05      0.24415
_SET2_   MTOR           1   11156588   11357614    734      38  268665      0.66018      0.26237    5.6534e-05      0.66012
_SET2_   FBXO2          1   11697924   11749888    265      66  244664      0.99337      0.20698    5.6534e-05      0.99332
_SET2_   VPS13D         1   12255101   12582099   1221      76  227986       1.0921      0.18146    5.6534e-05        1.092
_SET2_   PRDM2          1   13991714   14161574    905      55  295128    -0.070958      0.54922    5.6534e-05    -0.071014
_SET2_   KAZN           1   14184646   15454544   7659     522  268916     -0.59304      0.86147    5.6534e-05      -0.5931
_SET2_   DNAJC16        1   15818343   15908228    410      33  290374      0.72196      0.21438    5.6534e-05       0.7219
_SET2_   SPEN           1   16139359   16276951    573      55  233916      -1.2782       0.9171    5.6534e-05      -1.2783
_SET2_   FBXO42         1   16563339   16713965    542      36  274224      0.76849      0.21103    5.6534e-05      0.76843
_SET2_   NBPF1          1   16878922   16975100     28      17    6458     -0.10935      0.66484    5.6534e-05     -0.10941
_SET2_   CROCC          1   17213445   17309474    352      51  103077       1.6199      0.08457    5.6534e-05       1.6198
_SET2_   ATP13A2        1   17302453   17373467    290      41  292456    -0.043396      0.51777    5.6534e-05    -0.043452
_SET2_   ARHGEF10L      1   17811693   18034370   1143     123  207863     -0.70939      0.84046    5.6534e-05     -0.70945
_SET2_   UBR4           1   19391000   19571812    678      47  267358      0.32884      0.37655    5.6534e-05      0.32879
_SET2_   CAPZB          1   19655267   19847066   1103      71  281375      0.75924      0.23278    5.6534e-05      0.75918
_SET2_   OTUD3          1   20173356   20249438    386      54  296950      -0.1804      0.59608    5.6534e-05     -0.18045
_SET2_   VWA5B1         1   20582412   20691662    665      77  295533       1.2377      0.12196    5.6534e-05       1.2376
_SET2_   CAMK2N1        1   20798884   20847728    215      55  213242     -0.58133      0.78486    5.6534e-05     -0.58139
_SET2_   HP1BP3         1   21059170   21148808    272      39  281705      0.82705      0.21401    5.6534e-05        0.827
_SET2_   EIF4G3         1   21122785   21538381   1382      58  260829       2.6568    0.0040401    5.6534e-05       2.6567
_SET2_   RAP1GAP        1   21912708   22031010    632     106  315194       0.8355      0.25411    5.6534e-05      0.83544
_SET2_   USP48          1   21994791   22144688    787      72  290217      0.52999      0.33463    5.6534e-05      0.52993
_SET2_   CDC42          1   22344120   22429439    449      52  297901       3.3789   0.00043094    5.6534e-05       3.3788
_SET2_   EPHB2          1   23002263   23251823   1194     148  174526     -0.57269      0.81926    5.6534e-05     -0.57275
_SET2_   KDM1A          1   23310937   23420184    335      53  213190     -0.60625      0.77266    5.6534e-05     -0.60631
_SET2_   LUZP1          1   23400516   23539301    526      45  276188      0.11823      0.45589    5.6534e-05      0.11817
_SET2_   SRSF10         1   24282935   24341953     16       5  153141     -0.69244      0.78363    5.6534e-05      -0.6925
_SET2_   NIPAL3         1   24707245   24809473    536      52  233274     -0.53853       0.7235    5.6534e-05     -0.53859
_SET2_   RSRP1          1   25558740   25609010    171      38   93402      -1.0489      0.90964    5.6534e-05      -1.0489
_SET2_   MACO1          1   25722388   25836700    421      34  175947       2.0714     0.020803    5.6534e-05       2.0713
_SET2_   MAN1C1         1   25908959   26121258    910      74  153567      0.88352      0.25721    5.6534e-05      0.88346
_SET2_   DHDDS          1   26723773   26807797    338      63  220564      0.74084      0.27795    5.6534e-05      0.74078
_SET2_   ARID1A         1   26987522   27118601    374      44  223334       1.0218      0.19159    5.6534e-05       1.0217
_SET2_   ZDHHC18        1   27118201   27194092    212      52  199263      0.47795      0.40329    5.6534e-05      0.47789
_SET2_   AHDC1          1   27850756   27965463    355      69  173491      -1.5879      0.96906    5.6534e-05      -1.5879
_SET2_   STX12          1   28064694   28160963    334      38  158105     -0.73175      0.79237    5.6534e-05     -0.73181
_SET2_   EYA3           1   28286855   28450173    722      72  218124       0.7947      0.26503    5.6534e-05      0.79464
_SET2_   PHACTR4        1   28661093   28836881    765      27  299882      -1.1486      0.84852    5.6534e-05      -1.1486
_SET2_   TRNAU1AP       1   28844529   28915057    219      43  248952        -1.68      0.96351    5.6534e-05        -1.68
_SET2_   YTHDF2         1   29028133   29106287    270      43  194484      0.43072      0.37934    5.6534e-05      0.43066
_SET2_   EPB41          1   29178603   29456558   1068      80  222610      0.19771       0.4846    5.6534e-05      0.19765
_SET2_   SRSF4          1   29464250   29543637    336      50  244476      0.85756      0.23584    5.6534e-05       0.8575
_SET2_   PTPRU          1   29528028   29663325    589      83  266143      -0.1442      0.61967    5.6534e-05     -0.14425
_SET2_   PUM1           1   31394353   31573838    796      53  220280      -1.3522       0.9219    5.6534e-05      -1.3523
_SET2_   ZCCHC17        1   31734832   31848569    466      35  273451       -1.269      0.89181    5.6534e-05       -1.269
_SET2_   KHDRBS1        1   32444295   32536460    244      69  171061     -0.31889      0.73263    5.6534e-05     -0.31895
_SET2_   KPNA6          1   32538644   32652169    302      46  214333     -0.74154      0.82382    5.6534e-05     -0.74159
_SET2_   BSDC1          1   32820704   32895062    210      57  114189      -1.0275      0.90851    5.6534e-05      -1.0275
_SET2_   ZBTB8OS        1   33076421   33151565    347      24  232867      -1.1482      0.88857    5.6534e-05      -1.1482
_SET2_   RBBP4          1   33081749   33161812    389      29  235403      -1.1685      0.89517    5.6534e-05      -1.1685
_SET2_   YARS1          1   33230840   33318633    298      44  214441       1.4507     0.093924    5.6534e-05       1.4507
_SET2_   PHC2           1   33779224   33876194    398      44  302501      0.40487      0.34196    5.6534e-05      0.40481
_SET2_   CSMD2          1   33969609   34666443   3481     330  241674      -1.5055      0.97977    5.6534e-05      -1.5056
_SET2_   DLGAP3         1   35321037   35426083    304     101  206083     -0.63135      0.82624    5.6534e-05     -0.63141
_SET2_   SFPQ           1   35631981   35693766    327      42  138286     -0.60763      0.79481    5.6534e-05     -0.60769
_SET2_   ZMYM4          1   35699444   35897545    692      59  146223     -0.22832      0.66246    5.6534e-05     -0.22838
_SET2_   KIAA0319L      1   35889091   36058037    574      65  139144      0.40567       0.4328    5.6534e-05      0.40562
_SET2_   NCDN           1   35988311   36042380    160      47  156703       0.6531      0.35151    5.6534e-05      0.65304
_SET2_   AGO4           1   36238231   36333491    305      46  205013      0.87394      0.24882    5.6534e-05      0.87388
_SET2_   AGO1           1   36300412   36405211    338      74  140787      0.12145      0.57958    5.6534e-05       0.1214
