# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
PAFAH2         1   26276258   26361366    354      47  236370     -0.45288    5.6534e-05     -0.45294
EXTL1          1   26313266   26372955    241      58  199893     -0.29672    5.6534e-05     -0.29678
SLC30A2        1   26354513   26408439    252      38  222711      -0.3796    5.6534e-05     -0.37966
TRIM63         1   26367792   26429142    297      39  209192     -0.65416    5.6534e-05     -0.65422
PDIK1L         1   26402656   26462039    264      24  220594     -0.66252    5.6534e-05     -0.66258
FAM110D        1   26450511   26499119    247      53  214639      -1.3321    5.6534e-05      -1.3322
ZNF593         1   26461388   26507364    248      56  218068       -1.595    5.6534e-05      -1.5951
CNKSR1         1   26468981   26526375    305      44  263154      -1.3247    5.6534e-05      -1.3248
CATSPER4       1   26482119   26539033    305      47  275332     -0.58442    5.6534e-05     -0.58448
CEP85          1   26525644   26615529    510      32  292356      0.55044    5.6534e-05      0.55038
SH3BGRL3       1   26571213   26618013    245      35  289975      0.80534    5.6534e-05      0.80528
UBXN11         1   26598773   26679756    417      45  293780       0.2897    5.6534e-05      0.28965
CD52           1   26609411   26657014    255      26  295621       0.5917    5.6534e-05      0.59165
CRYBG2         1   26638350   26715621    417      49  305551      -0.6423    5.6534e-05     -0.64236
ZNF683         1   26678125   26736023    339      61  285580      0.14423    5.6534e-05      0.14418
LIN28A         1   26702269   26766219    291      58  242925      0.48756    5.6534e-05       0.4875
DHDDS          1   26723773   26807797    338      63  220564      0.74084    5.6534e-05      0.74078
HMGN2          1   26763902   26813133    191      54  236856      0.60912    5.6534e-05      0.60907
RPS6KA1        1   26821249   26911520    360      51  247220      0.22912    5.6534e-05      0.22906
ARID1A         1   26987522   27118601    374      44  223334       1.0218    5.6534e-05       1.0217
PIGV           1   27078739   27134894    148      42  195607      0.85944    5.6534e-05      0.85938
ZDHHC18        1   27118201   27194092    212      52  199263      0.47795    5.6534e-05      0.47789
SFN            1   27154633   27200947    147      39  193957      0.65633    5.6534e-05      0.65628
GPN2           1   27195872   27251869    164      37  244099      0.71724    5.6534e-05      0.71719
GPATCH3        1   27206979   27261962    151      35  252202      0.68953    5.6534e-05      0.68947
NUDC           1   27213187   27283362    206      48  211460       1.0922    5.6534e-05       1.0921
NR0B2          1   27227975   27275567    155      42  208371       1.0324    5.6534e-05       1.0323
KDF1           1   27266047   27321901    171      38  167541       1.0581    5.6534e-05       1.0581
TRNP1          1   27285189   27337377    149      38  153932      0.71178    5.6534e-05      0.71172
TENT5B         1   27321511   27374333    176      37  205997     -0.83779    5.6534e-05     -0.83785
SLC9A1         1   27415300   27516621    346      53  216191     0.055669    5.6534e-05     0.055612
WDTC1          1   27526007   27645124    341      47  254887      -1.7648    5.6534e-05      -1.7649
TMEM222        1   27613636   27672891    180      50  250710      -1.5688    5.6534e-05      -1.5689
SYTL1          1   27633483   27690423    220      57  277141      -1.4179    5.6534e-05      -1.4179
MAP3K6         1   27671670   27728558    200      68  213608       -1.698    5.6534e-05      -1.6981
GPR3           1   27684148   27732318    164      57  187511      -1.4668    5.6534e-05      -1.4668
FCN3           1   27685601   27736315    169      59  179221      -1.4548    5.6534e-05      -1.4549
CD164L2        1   27695596   27744823    167      52  155289      -1.5094    5.6534e-05      -1.5095
WASF2          1   27720734   27851678    459      56  205573      -1.2061    5.6534e-05      -1.2062
AHDC1          1   27850756   27965463    355      69  173491      -1.5879    5.6534e-05      -1.5879
FGR            1   27928800   27996727    291      66  172845     -0.54218    5.6534e-05     -0.54223
IFI6           1   27982572   28033724    217      31  213871     -0.77011    5.6534e-05     -0.77017
FAM76A         1   28017490   28099426    333      30  216561     -0.87654    5.6534e-05     -0.87659
STX12          1   28064694   28160963    334      38  158105     -0.73175    5.6534e-05     -0.73181
PPP1R8         1   28122252   28188183    209      46  144073      -0.8917    5.6534e-05     -0.89176
THEMIS2        1   28164055   28223196    239      60  240084     -0.93272    5.6534e-05     -0.93278
RPA2           1   28208035   28276255    367      35  263311       1.7931    5.6534e-05        1.793
SMPDL3B        1   28226456   28295663    375      48  254993        2.305    5.6534e-05        2.305
XKR8           1   28251504   28304604    275      46  257499        2.268    5.6534e-05        2.268
EYA3           1   28286855   28450173    722      72  218124       0.7947    5.6534e-05      0.79464
PTAFR          1   28463677   28555447    318      73  221647      -1.0558    5.6534e-05      -1.0559
DNAJC8         1   28516789   28594542    349      30  300085     -0.98347    5.6534e-05     -0.98353
ATP5IF1        1   28527602   28574616    205      26  321737     -0.70892    5.6534e-05     -0.70897
SESN2          1   28550963   28619002    296      35  291505     -0.94596    5.6534e-05     -0.94602
MED18          1   28620513   28672478    174      53  238528     -0.52514    5.6534e-05      -0.5252
PHACTR4        1   28661093   28836881    765      27  299882      -1.1486    5.6534e-05      -1.1486
RCC1           1   28797455   28875708    309      39  275889      -1.4403    5.6534e-05      -1.4404
TRNAU1AP       1   28844529   28915057    219      43  248952        -1.68    5.6534e-05        -1.68
RAB42          1   28883712   28931098    144      48  204930      -1.3876    5.6534e-05      -1.3877
TAF12          1   28919608   29010416    293      69  180526     -0.59906    5.6534e-05     -0.59912
GMEB1          1   28960234   29052115    301      53  191923   0.00059128    5.6534e-05   0.00053475
YTHDF2         1   29028133   29106287    270      43  194484      0.43072    5.6534e-05      0.43066
OPRD1          1   29103654   29200208    502      70  243194     0.082313    5.6534e-05     0.082256
EPB41          1   29178603   29456558   1068      80  222610      0.19771    5.6534e-05      0.19765
TMEM200B       1   29435937   29485421    230      58  245335      0.65862    5.6534e-05      0.65856
SRSF4          1   29464250   29543637    336      50  244476      0.85756    5.6534e-05       0.8575
MECR           1   29509385   29592460    361      50  264974      0.75942    5.6534e-05      0.75937
PTPRU          1   29528028   29663325    589      83  266143      -0.1442    5.6534e-05     -0.14425
MATN1          1   31174124   31231432    330      65  256437     -0.43449    5.6534e-05     -0.43455
LAPTM5         1   31195315   31265683    385      80  192676      -1.5417    5.6534e-05      -1.5418
SDC3           1   31332313   31416480    405     101  200421    -0.017723    5.6534e-05     -0.01778
PUM1           1   31394353   31573838    796      53  220280      -1.3522    5.6534e-05      -1.3523
NKAIN1         1   31642592   31747734    547      50  263950      -1.3833    5.6534e-05      -1.3833
SNRNP40        1   31722415   31804644    361      27  274528      -1.2616    5.6534e-05      -1.2617
ZCCHC17        1   31734832   31848569    466      35  273451       -1.269    5.6534e-05       -1.269
FABP3          1   31828100   31880923    248      29  310285     -0.67511    5.6534e-05     -0.67517
SERINC2        1   31847412   31917527    381      37  294587     -0.82671    5.6534e-05     -0.82677
TINAGL1        1   32007086   32063290    249      61  275950     -0.62774    5.6534e-05      -0.6278
HCRTR1         1   32048290   32103214    180      35  244190     -0.25133    5.6534e-05     -0.25139
PEF1           1   32085463   32145838    215      39  245589     -0.66643    5.6534e-05     -0.66649
COL16A1        1   32107848   32204768    402      86  185763      -1.4339    5.6534e-05       -1.434
ADGRB2         1   32182718   32265494    311      32  118404      -1.1053    5.6534e-05      -1.1054
SPOCD1         1   32246023   32316630    301      52  223435     0.022392    5.6534e-05     0.022336
PTP4A2         1   32362022   32438988    332      43  171940     -0.55463    5.6534e-05     -0.55469
KHDRBS1        1   32444295   32536460    244      69  171061     -0.31889    5.6534e-05     -0.31895
TMEM39B        1   32503503   32578467    198      65  188719      -0.6917    5.6534e-05     -0.69176
KPNA6          1   32538644   32652169    302      46  214333     -0.74154    5.6534e-05     -0.74159
TXLNA          1   32610293   32673886    174      47  190383     -0.63463    5.6534e-05     -0.63469
CCDC28B        1   32631202   32680991    156      48  181804     -0.77651    5.6534e-05     -0.77657
IQCC           1   32636236   32684288    157      52  192558     -0.85232    5.6534e-05     -0.85237
DCDC2B         1   32639695   32691797    169      50  190707     -0.77087    5.6534e-05     -0.77093
EIF3I          1   32652971   32707205    176      39  207635     -0.54514    5.6534e-05      -0.5452
TMEM234        1   32670040   32722954    184      42  214453     -0.56481    5.6534e-05     -0.56486
FAM167B        1   32677818   32724461    153      37  227880     -0.62466    5.6534e-05     -0.62472
LCK            1   32681840   32761766    239      65  201495     -0.67236    5.6534e-05     -0.67241
HDAC1          1   32722708   32809227    246      56  114830     -0.53229    5.6534e-05     -0.53234
TSSK3          1   32783365   32840098    139      47   88007      -1.5028    5.6534e-05      -1.5028
MARCKSL1       1   32789430   32836840    112      41   91497      -1.5437    5.6534e-05      -1.5438
FAM229A        1   32816871   32862844    119      40   97908      -1.7582    5.6534e-05      -1.7583
BSDC1          1   32820704   32895062    210      57  114189      -1.0275    5.6534e-05      -1.0275
ZBTB8B         1   32895658   32963460    286      36  155471    -0.031391    5.6534e-05    -0.031448
ZBTB8A         1   32969772   33081542    503      36  239765     -0.70942    5.6534e-05     -0.70948
ZBTB8OS        1   33076421   33151565    347      24  232867      -1.1482    5.6534e-05      -1.1482
RBBP4          1   33081749   33161812    389      29  235403      -1.1685    5.6534e-05      -1.1685
SYNC           1   33135507   33203361    281      29  241560     -0.72212    5.6534e-05     -0.72218
KIAA1522       1   33172492   33250571    260      61  239932      0.39405    5.6534e-05      0.39399
YARS1          1   33230840   33318633    298      44  214441       1.4507    5.6534e-05       1.4507
S100PBP        1   33247368   33334480    275      44  219460       1.5726    5.6534e-05       1.5726
HPCA           1   33316688   33370247    170      61  187334       1.6846    5.6534e-05       1.6845
FNDC5          1   33317869   33373093    172      62  179808        1.708    5.6534e-05       1.7079
TMEM54         1   33350196   33402041    153      40  202574       1.4689    5.6534e-05       1.4689
RNF19B         1   33392050   33465467    252      39  222570      0.48764    5.6534e-05      0.48758
AK2            1   33463541   33537512    232      45  237156     -0.19174    5.6534e-05      -0.1918
AZIN2          1   33511711   33596132    253      38  210801      0.30605    5.6534e-05      0.30599
TRIM62         1   33601000   33682671    299      31  223528      -1.2621    5.6534e-05      -1.2622
