Gene stable ID	Gene name	Gene % GC content	Gene type	HGNC symbol
ENSG00000270230	MTND6P22	41.07	processed_pseudogene	MTND6P22
ENSG00000279996	AC004491.1	44.63	TEC	
ENSG00000142182	DNMT3L	57.00	protein_coding	DNMT3L
ENSG00000259410	AC009292.2	46.53	lncRNA	
ENSG00000124570	SERPINB6	47.23	protein_coding	SERPINB6
ENSG00000233259	FABP3P2	45.86	processed_pseudogene	FABP3P2
ENSG00000283554	LINC02341	40.21	lncRNA	LINC02341
ENSG00000285705	AC090692.2	45.69	lncRNA	
ENSG00000271687	MTND5P10	43.39	processed_pseudogene	MTND5P10
ENSG00000186082	KRT18P14	55.68	processed_pseudogene	KRT18P14
ENSG00000285740	AC090692.3	42.56	lncRNA	
ENSG00000254919	AC090692.1	43.18	lncRNA	
ENSG00000245719	AC009292.1	53.41	lncRNA	
ENSG00000270906	MTND4P35	43.42	processed_pseudogene	MTND4P35
ENSG00000132801	ZSWIM3	46.55	protein_coding	ZSWIM3
ENSG00000270350	MTND4LP5	41.10	processed_pseudogene	MTND4LP5
ENSG00000271480	MTND3P19	40.29	processed_pseudogene	MTND3P19
ENSG00000270388	MTCO3P22	46.81	processed_pseudogene	MTCO3P22
ENSG00000270307	MTATP6P2	43.66	processed_pseudogene	MTATP6P2
ENSG00000271306	RAC1P9	39.50	processed_pseudogene	RAC1P9
ENSG00000275619	GON7	43.35	protein_coding	GON7
ENSG00000205628	LINC01446	35.44	lncRNA	LINC01446
ENSG00000120659	TNFSF11	41.03	protein_coding	TNFSF11
ENSG00000280562	AL132838.3	59.41	processed_pseudogene	
ENSG00000281847	AL110118.4	43.00	protein_coding	
ENSG00000232069	RPS29P28	40.43	processed_pseudogene	RPS29P28
ENSG00000286523	AL022151.1	36.79	lncRNA	
ENSG00000275947	TMEM251	48.11	protein_coding	TMEM251
ENSG00000250145	AC114940.1	38.42	processed_pseudogene	
ENSG00000281270	LINC02536	35.99	lncRNA	LINC02536
ENSG00000232418	AC074348.1	37.88	processed_pseudogene	
ENSG00000271209	BRDTP1	38.40	processed_pseudogene	BRDTP1
ENSG00000226881	H3F3AP5	49.42	processed_pseudogene	H3F3AP5
ENSG00000258780	BMS1P15	42.53	unprocessed_pseudogene	BMS1P15
ENSG00000130385	BMP15	44.63	protein_coding	BMP15
ENSG00000240859	AC093627.4	51.41	lncRNA	
ENSG00000238190	HMGB1P15	42.30	processed_pseudogene	HMGB1P15
ENSG00000232285	ELOBP3	55.44	processed_pseudogene	ELOBP3
ENSG00000227493	AC239367.1	51.07	unprocessed_pseudogene	
ENSG00000230926	AC239367.2	38.46	unprocessed_pseudogene	
ENSG00000232010	AP001059.1	62.15	lncRNA	
ENSG00000270225	MTCO2P22	44.20	processed_pseudogene	MTCO2P22
ENSG00000223753	AC234775.1	42.24	processed_pseudogene	
ENSG00000273723	AL139089.1	38.77	lncRNA	
ENSG00000281841	MRPS17P5	32.27	processed_pseudogene	MRPS17P5
ENSG00000125975	C20orf173	49.91	protein_coding	C20orf173
ENSG00000282998	AC009975.2	37.50	lncRNA	
ENSG00000275122	THEMIS	35.12	protein_coding	THEMIS
ENSG00000214602	CTBP2P5	55.54	processed_pseudogene	CTBP2P5
ENSG00000282890	AC009975.1	39.23	lncRNA	
ENSG00000170820	FSHR	39.06	protein_coding	FSHR
ENSG00000271207	MTCO1P22	43.16	processed_pseudogene	MTCO1P22
ENSG00000229693	AL606530.1	44.80	processed_pseudogene	
ENSG00000274455	AC092278.1	53.29	unprocessed_pseudogene	
ENSG00000229090	FO082842.1	36.57	processed_pseudogene	
ENSG00000242507	FO393401.2	48.99	transcribed_unprocessed_pseudogene	
ENSG00000261795	AC093627.7	57.01	lncRNA	
ENSG00000258628	AC126603.1	48.12	unprocessed_pseudogene	
ENSG00000239715	AC093627.2	56.58	lncRNA	
ENSG00000153914	SREK1	35.50	protein_coding	SREK1
ENSG00000177706	FAM20C	60.00	protein_coding	FAM20C
ENSG00000168612	ZSWIM1	50.32	protein_coding	ZSWIM1
ENSG00000178146	AL672207.1	43.69	processed_pseudogene	
ENSG00000249852	AC145676.1	56.19	TEC	
ENSG00000240093	AC093627.3	61.72	lncRNA	
ENSG00000250020	AC113430.1	41.64	processed_pseudogene	
ENSG00000213722	DDAH2	59.86	protein_coding	DDAH2
ENSG00000278622	TSEN34	55.98	protein_coding	TSEN34
ENSG00000251027	LINC01950	36.07	lncRNA	LINC01950
ENSG00000232587	EEF1A1P3	45.49	processed_pseudogene	EEF1A1P3
ENSG00000226727	HLA-T	52.03	unprocessed_pseudogene	HLA-T
ENSG00000152520	PAN3	37.49	protein_coding	PAN3
ENSG00000271346	AC008162.1	37.01	processed_pseudogene	
ENSG00000096171	VARS	53.81	protein_coding	VARS
ENSG00000278646	AC008162.2	37.16	protein_coding	
ENSG00000260102	LINC01070	50.18	lncRNA	LINC01070
ENSG00000226685	CT47A12	57.94	protein_coding	CT47A12
ENSG00000260343	LINC01043	47.21	lncRNA	LINC01043
ENSG00000232385	RPS3AP25	40.73	processed_pseudogene	RPS3AP25
ENSG00000224948	ATP5MC1P8	53.40	processed_pseudogene	ATP5MC1P8
ENSG00000223626	LINC01044	52.55	lncRNA	LINC01044
ENSG00000171858	RPS21	59.45	protein_coding	RPS21
ENSG00000253744	AC025442.1	66.25	lncRNA	
ENSG00000275812	AL121829.2	61.28	lncRNA	
ENSG00000240821	RPL9P25	42.14	processed_pseudogene	RPL9P25
ENSG00000125508	SRMS	64.24	protein_coding	SRMS
ENSG00000065328	MCM10	43.59	protein_coding	MCM10
ENSG00000204308	RNF5	51.65	protein_coding	RNF5
ENSG00000237741	AC002368.1	51.90	lncRNA	
ENSG00000075131	TIPIN	44.04	protein_coding	TIPIN
ENSG00000259156	CHEK2P2	45.02	transcribed_unprocessed_pseudogene	CHEK2P2
ENSG00000228578	TUBB1P2	55.29	unprocessed_pseudogene	TUBB1P2
ENSG00000153561	RMND5A	40.31	protein_coding	RMND5A
ENSG00000287122	AC026495.2	43.41	lncRNA	
ENSG00000228572	AL954722.1	59.60	unprocessed_pseudogene	
ENSG00000258654	AC026495.1	56.30	lncRNA	
ENSG00000256341	AP006333.1	49.31	lncRNA	
ENSG00000256824	AP000721.2	58.74	lncRNA	
ENSG00000178591	DEFB125	37.75	protein_coding	DEFB125
ENSG00000167770	OTUB1	59.12	protein_coding	OTUB1
ENSG00000115041	KCNIP3	53.69	protein_coding	KCNIP3
ENSG00000278303	MUC4	56.06	protein_coding	MUC4
ENSG00000270678	AL670379.6	37.30	processed_pseudogene	
ENSG00000248767	AC187653.1	57.21	protein_coding	
ENSG00000226929	CT47A11	49.50	protein_coding	CT47A11
ENSG00000287342	AC188616.1	55.70	lncRNA	
ENSG00000120563	LYZL1	42.69	protein_coding	LYZL1
ENSG00000249574	AC226118.1	60.70	lncRNA	
ENSG00000214342	ATP5PBP2	43.16	processed_pseudogene	ATP5PBP2
ENSG00000102034	ELF4	51.76	protein_coding	ELF4
ENSG00000239305	RNF103	39.04	protein_coding	RNF103
ENSG00000270493	AL670379.4	37.40	processed_pseudogene	
ENSG00000125788	DEFB126	34.69	protein_coding	DEFB126
ENSG00000224089	CT47A10	49.53	protein_coding	CT47A10
ENSG00000261382	AC091962.1	40.51	lncRNA	
ENSG00000227905	MED6P1	35.76	processed_pseudogene	MED6P1
ENSG00000130821	SLC6A8	65.01	protein_coding	SLC6A8
ENSG00000230682	GRPEL2P3	51.25	processed_pseudogene	GRPEL2P3
ENSG00000275015	AL353149.1	41.80	unprocessed_pseudogene	
ENSG00000153404	PLEKHG4B	49.10	protein_coding	PLEKHG4B
ENSG00000223946	AL513008.1	57.89	lncRNA	
ENSG00000115297	TLX2	65.00	protein_coding	TLX2
ENSG00000163064	EN1	58.19	protein_coding	EN1
ENSG00000233293	AL133343.2	55.31	lncRNA	
ENSG00000240230	COX19	58.96	protein_coding	COX19
ENSG00000277301	AL034550.2	53.33	lncRNA	
ENSG00000204393	NOL4L-DT	55.88	lncRNA	NOL4L-DT
ENSG00000286311	AL034550.3	46.02	lncRNA	
ENSG00000228156	AL133343.1	59.34	lncRNA	
ENSG00000197183	NOL4L	54.39	protein_coding	NOL4L
ENSG00000214374	RPLP2P1	48.82	processed_pseudogene	RPLP2P1
ENSG00000009954	BAZ1B	43.19	protein_coding	BAZ1B
ENSG00000216629	OR2W4P	46.98	unprocessed_pseudogene	OR2W4P
ENSG00000112576	CCND3	47.06	protein_coding	CCND3
ENSG00000217539	IQCB2P	43.17	processed_pseudogene	IQCB2P
ENSG00000253169	IGHVII-65-1	50.33	IG_V_pseudogene	IGHVII-65-1
ENSG00000248227	LINC02513	40.72	lncRNA	LINC02513
ENSG00000227550	TRBV7-5	49.79	TR_V_pseudogene	TRBV7-5
ENSG00000253772	AC112191.1	48.93	processed_pseudogene	
ENSG00000229383	LINC01015	57.56	lncRNA	LINC01015
ENSG00000262347	KRTAP1-3	52.88	protein_coding	KRTAP1-3
ENSG00000158077	NLRP14	37.32	protein_coding	NLRP14
ENSG00000211972	IGHV3-66	52.08	IG_V_gene	IGHV3-66
ENSG00000211725	TRBV5-5	55.51	TR_V_gene	TRBV5-5
ENSG00000237247	MBD3L5	47.74	protein_coding	MBD3L5
ENSG00000250393	AC093664.1	50.17	processed_pseudogene	
ENSG00000280015	AC024023.1	44.25	TEC	
ENSG00000253274	IGHV1-67	54.32	IG_V_pseudogene	IGHV1-67
ENSG00000268191	AC010503.1	53.97	lncRNA	
ENSG00000223506	SLC20A1P1	42.47	processed_pseudogene	SLC20A1P1
ENSG00000253820	IGHVII-67-1	47.83	IG_V_pseudogene	IGHVII-67-1
ENSG00000268203	AC010503.2	54.73	lncRNA	
ENSG00000128039	SRD5A3	44.61	protein_coding	SRD5A3
ENSG00000254036	IGHVIII-67-2	37.50	IG_V_pseudogene	IGHVIII-67-2
ENSG00000262808	KRTAP1-1	52.49	protein_coding	KRTAP1-1
ENSG00000234992	GPR53P	52.58	unprocessed_pseudogene	GPR53P
ENSG00000253635	IGHVIII-67-3	45.26	IG_V_pseudogene	IGHVIII-67-3
ENSG00000235666	SUMO2P1	45.42	processed_pseudogene	SUMO2P1
ENSG00000271154	AL670379.10	37.55	processed_pseudogene	
ENSG00000104833	TUBB4A	56.05	protein_coding	TUBB4A
ENSG00000230254	HLA-E	55.45	protein_coding	HLA-E
ENSG00000219565	ZNF259P1	43.71	transcribed_processed_pseudogene	ZNF259P1
ENSG00000261852	KRTAP2-1	62.63	protein_coding	KRTAP2-1
ENSG00000279643	TAMM41	42.90	protein_coding	TAMM41
ENSG00000226600	CT47A9	49.53	protein_coding	CT47A9
ENSG00000132164	SLC6A11	47.00	protein_coding	SLC6A11
ENSG00000120029	ARMH3	42.35	protein_coding	ARMH3
ENSG00000179934	CCR8	42.20	protein_coding	CCR8
ENSG00000205718	MBD3L4	47.66	protein_coding	MBD3L4
ENSG00000262731	AC037482.2	63.90	protein_coding	
ENSG00000249884	RNF103-CHMP3	40.01	protein_coding	RNF103-CHMP3
ENSG00000179241	LDLRAD3	44.12	protein_coding	LDLRAD3
ENSG00000276458	LENG8	58.91	protein_coding	LENG8
ENSG00000262862	KRTAP2-3	55.43	protein_coding	KRTAP2-3
ENSG00000230522	MBD3L2	47.37	protein_coding	MBD3L2
ENSG00000115561	CHMP3	40.96	protein_coding	CHMP3
ENSG00000273257	AC069200.1	42.72	lncRNA	
ENSG00000249700	SRD5A3-AS1	43.19	lncRNA	SRD5A3-AS1
ENSG00000258416	AF123462.1	37.91	lncRNA	
ENSG00000187689	AMTN	37.60	protein_coding	AMTN
ENSG00000223668	EEF1A1P24	45.57	processed_pseudogene	EEF1A1P24
ENSG00000153498	SPACA7	41.46	protein_coding	SPACA7
ENSG00000286710	AC188617.1	59.19	lncRNA	
ENSG00000286511	Z95118.2	42.79	lncRNA	
ENSG00000286764	AC188617.2	47.23	lncRNA	
ENSG00000234471	AC147651.3	54.40	lncRNA	
ENSG00000287780	AC104850.2	41.52	lncRNA	
ENSG00000251111	FCF1P8	39.36	processed_pseudogene	FCF1P8
ENSG00000088782	DEFB127	39.77	protein_coding	DEFB127
ENSG00000144659	SLC25A38	46.40	protein_coding	SLC25A38
ENSG00000231559	Z95118.1	44.53	processed_pseudogene	
ENSG00000220721	OR1F12	46.88	unprocessed_pseudogene	OR1F12
ENSG00000187763	OR2B7P	48.07	unprocessed_pseudogene	OR2B7P
ENSG00000280321	AC129502.1	43.59	TEC	
ENSG00000255256	AL136146.2	43.76	lncRNA	
ENSG00000272009	AL121944.1	48.61	lncRNA	
ENSG00000254672	AL136146.1	46.31	processed_pseudogene	
ENSG00000241228	RPL12P31	46.67	processed_pseudogene	RPL12P31
ENSG00000185982	DEFB128	41.31	protein_coding	DEFB128
ENSG00000213189	BTF3L4P2	39.31	processed_pseudogene	BTF3L4P2
ENSG00000170091	NSG2	45.72	protein_coding	NSG2
ENSG00000115183	TANC1	43.43	protein_coding	TANC1
ENSG00000138629	UBL7	47.95	protein_coding	UBL7
ENSG00000149634	SPATA25	58.85	protein_coding	SPATA25
ENSG00000251296	AC006499.6	49.26	processed_pseudogene	
ENSG00000182477	OR2B8P	44.35	unprocessed_pseudogene	OR2B8P
ENSG00000219891	ZSCAN12P1	43.49	transcribed_unprocessed_pseudogene	ZSCAN12P1
ENSG00000236851	DHFRP2	40.95	processed_pseudogene	DHFRP2
ENSG00000248777	AC006499.1	48.94	processed_pseudogene	
ENSG00000287550	AL450345.2	39.49	lncRNA	
ENSG00000196812	ZSCAN16	41.23	protein_coding	ZSCAN16
ENSG00000271544	AC006499.8	52.17	processed_pseudogene	
ENSG00000228727	SAPCD1	53.50	protein_coding	SAPCD1
ENSG00000277044	OPRL1	60.52	protein_coding	OPRL1
ENSG00000126500	FLRT1	55.55	protein_coding	FLRT1
ENSG00000233953	AC009970.1	49.33	lncRNA	
ENSG00000232276	AL845443.2	57.53	processed_pseudogene	
ENSG00000256481	AP006333.2	60.72	lncRNA	
ENSG00000217315	OR2W2P	47.74	unprocessed_pseudogene	OR2W2P
ENSG00000219392	ZNF602P	41.23	unprocessed_pseudogene	ZNF602P
ENSG00000197279	ZNF165	42.29	protein_coding	ZNF165
ENSG00000119866	BCL11A	44.77	protein_coding	BCL11A
ENSG00000177370	TIMM22	48.66	protein_coding	TIMM22
ENSG00000133315	MACROD1	58.06	protein_coding	MACROD1
ENSG00000274646	RPS9	51.77	protein_coding	RPS9
ENSG00000236772	AL034550.1	59.95	lncRNA	
ENSG00000235129	FABP7P2	44.06	processed_pseudogene	FABP7P2
ENSG00000235361	AC016292.1	52.69	lncRNA	
ENSG00000233542	AL391845.2	52.04	lncRNA	
ENSG00000275997	AC016292.2	58.10	processed_pseudogene	
ENSG00000250040	RAF1P1	48.47	processed_pseudogene	RAF1P1
ENSG00000253188	TRBV6-7	53.35	TR_V_gene	TRBV6-7
ENSG00000255152	MSH5-SAPCD1	48.78	protein_coding	MSH5-SAPCD1
ENSG00000227455	AL450345.1	38.83	lncRNA	
ENSG00000287408	AC027811.1	42.11	lncRNA	
ENSG00000166557	TMED3	42.57	protein_coding	TMED3
ENSG00000159842	ABR	55.27	protein_coding	ABR
ENSG00000213943	KRT18P17	56.84	processed_pseudogene	KRT18P17
ENSG00000287877	AL133538.1	38.20	lncRNA	
ENSG00000211727	TRBV7-6	51.85	TR_V_gene	TRBV7-6
ENSG00000228168	HNRNPA1P21	46.62	processed_pseudogene	HNRNPA1P21
ENSG00000261839	AL358933.1	43.07	lncRNA	
ENSG00000269293	ZSCAN16-AS1	39.19	lncRNA	ZSCAN16-AS1
ENSG00000254052	IGHVIII-67-4	47.64	IG_V_pseudogene	IGHVIII-67-4
ENSG00000253703	IGHV1-68	53.74	IG_V_pseudogene	IGHV1-68
ENSG00000211728	TRBV5-6	56.41	TR_V_gene	TRBV5-6
ENSG00000238267	AC104850.1	32.22	processed_pseudogene	
ENSG00000233554	B4GALT1-AS1	45.67	lncRNA	B4GALT1-AS1
ENSG00000140365	COMMD4	53.23	protein_coding	COMMD4
ENSG00000275374	AC113385.3	53.03	unprocessed_pseudogene	
ENSG00000253534	TRBV6-8	54.08	TR_V_gene	TRBV6-8
ENSG00000132746	ALDH3B2	52.58	protein_coding	ALDH3B2
ENSG00000263091	KRTAP2-4	57.20	protein_coding	KRTAP2-4
ENSG00000253291	TRBV7-7	49.40	TR_V_gene	TRBV7-7
ENSG00000286962	AC027128.1	50.49	lncRNA	
ENSG00000278312	LENG9	67.05	protein_coding	LENG9
ENSG00000086062	B4GALT1	47.10	protein_coding	B4GALT1
ENSG00000249667	LINC01259	42.92	lncRNA	LINC01259
ENSG00000223511	AL683807.1	47.29	lncRNA	
ENSG00000211731	TRBV5-7	55.25	TR_V_gene	TRBV5-7
ENSG00000262376	KRTAP2-5P	58.84	unprocessed_pseudogene	KRTAP2-5P
ENSG00000278030	TRBV7-9	51.59	TR_V_gene	TRBV7-9
ENSG00000249534	LINC01258	41.03	lncRNA	LINC01258
ENSG00000277435	AC138649.2	49.22	processed_pseudogene	
ENSG00000137145	DENND4C	38.75	protein_coding	DENND4C
ENSG00000267458	AC092069.1	52.43	lncRNA	
ENSG00000232523	LINC02569	50.56	lncRNA	LINC02569
ENSG00000251635	LINC02278	40.44	lncRNA	LINC02278
ENSG00000234622	AL683807.2	48.67	lncRNA	
ENSG00000276662	AL713922.2	45.60	unprocessed_pseudogene	
ENSG00000179218	CALR	53.01	protein_coding	CALR
ENSG00000276405	TRBV13	51.45	TR_V_gene	TRBV13
ENSG00000279501	CR392039.4	41.52	lncRNA	
ENSG00000283273	AC138649.5	46.16	unprocessed_pseudogene	
ENSG00000230663	FAM224B	51.89	lncRNA	FAM224B
ENSG00000277867	AC138649.4	63.41	processed_pseudogene	
ENSG00000275791	TRBV10-3	49.37	TR_V_gene	TRBV10-3
ENSG00000279414	CR392039.3	61.49	processed_pseudogene	
ENSG00000280436	CR392039.6	38.95	unprocessed_pseudogene	
ENSG00000015171	ZMYND11	37.80	protein_coding	ZMYND11
ENSG00000238191	CLUHP1	49.76	unprocessed_pseudogene	CLUHP1
ENSG00000228363	AC015971.1	38.26	lncRNA	
ENSG00000130822	PNCK	56.63	protein_coding	PNCK
ENSG00000275325	PDCD6IPP1	36.77	transcribed_unprocessed_pseudogene	PDCD6IPP1
ENSG00000276597	TRBV11-3	48.86	TR_V_gene	TRBV11-3
ENSG00000226353	TAF9P1	40.56	processed_pseudogene	TAF9P1
ENSG00000287402	AL158167.1	43.17	lncRNA	
ENSG00000275578	AC007742.2	29.22	unprocessed_pseudogene	
ENSG00000274752	TRBV12-3	48.13	TR_V_gene	TRBV12-3
ENSG00000229256	ST13P13	44.14	processed_pseudogene	ST13P13
ENSG00000169330	MINAR1	43.61	protein_coding	MINAR1
ENSG00000277755	AC138649.3	44.27	processed_pseudogene	
ENSG00000276953	TRBV12-4	48.81	TR_V_gene	TRBV12-4
ENSG00000177733	HNRNPA0	41.02	protein_coding	HNRNPA0
ENSG00000019169	MARCO	44.33	protein_coding	MARCO
ENSG00000235376	RPEL1	39.58	protein_coding	RPEL1
ENSG00000236618	PITPNA-AS1	51.63	lncRNA	PITPNA-AS1
ENSG00000226878	GSTM3P2	47.84	processed_pseudogene	GSTM3P2
ENSG00000262599	DENND11	43.52	protein_coding	DENND11
ENSG00000273957	AC113385.2	59.48	unprocessed_pseudogene	
ENSG00000204529	GUCY2EP	51.38	transcribed_unprocessed_pseudogene	GUCY2EP
ENSG00000275158	TRBV12-5	49.12	TR_V_gene	TRBV12-5
ENSG00000258857	AL359397.1	48.76	lncRNA	
ENSG00000100490	CDKL1	43.04	protein_coding	CDKL1
ENSG00000134470	IL15RA	48.47	protein_coding	IL15RA
ENSG00000275743	TRBV14	44.31	TR_V_gene	TRBV14
ENSG00000174238	PITPNA	49.87	protein_coding	PITPNA
ENSG00000276819	TRBV15	50.00	TR_V_gene	TRBV15
ENSG00000282311	AL133373.4	47.87	unprocessed_pseudogene	
ENSG00000280633	AL133373.3	50.50	TEC	
ENSG00000254975	AP001189.4	53.20	lncRNA	
ENSG00000256100	AP000721.1	54.58	protein_coding	
ENSG00000176340	COX8A	56.81	protein_coding	COX8A
ENSG00000287067	AC106791.3	42.07	transcribed_processed_pseudogene	
ENSG00000270697	AC106791.2	41.43	lncRNA	
ENSG00000279790	AL590552.1	52.71	TEC	
ENSG00000278965	AC122713.2	50.40	TEC	
ENSG00000286938	AC092849.3	62.74	lncRNA	
ENSG00000226449	CDY5P	40.89	unprocessed_pseudogene	CDY5P
ENSG00000258884	LINC02321	48.45	lncRNA	LINC02321
ENSG00000217268	TXNP7	40.61	processed_pseudogene	TXNP7
ENSG00000275243	TRBV16	45.59	TR_V_gene	TRBV16
ENSG00000259493	AC023968.2	53.19	processed_pseudogene	
ENSG00000225896	AC007742.1	38.30	processed_pseudogene	
ENSG00000160613	PCSK7	50.91	protein_coding	PCSK7
ENSG00000277880	TRBV17	50.89	TR_V_gene	TRBV17
ENSG00000148798	INA	45.93	protein_coding	INA
ENSG00000187021	PNLIPRP1	44.74	protein_coding	PNLIPRP1
ENSG00000165943	MOAP1	51.52	protein_coding	MOAP1
ENSG00000227053	AC105446.1	55.52	lncRNA	
ENSG00000262671	AC004918.3	40.81	lncRNA	
ENSG00000262327	AGK	39.27	protein_coding	AGK
ENSG00000211973	IGHV1-69	55.42	IG_V_gene	IGHV1-69
ENSG00000266839	AC008088.1	38.57	lncRNA	
ENSG00000205277	MUC12	51.94	protein_coding	MUC12
ENSG00000225014	KCTD9P1	41.73	transcribed_processed_pseudogene	KCTD9P1
ENSG00000154898	CCDC144CP	38.11	transcribed_processed_pseudogene	CCDC144CP
ENSG00000213785	AKR1B1P3	52.89	processed_pseudogene	AKR1B1P3
ENSG00000115718	PROC	57.69	protein_coding	PROC
ENSG00000261625	AP003071.4	53.58	lncRNA	
ENSG00000217878	AL136100.1	50.61	processed_pseudogene	
ENSG00000110693	SOX6	36.07	protein_coding	SOX6
ENSG00000277339	NPBWR2	62.65	protein_coding	NPBWR2
ENSG00000075213	SEMA3A	34.35	protein_coding	SEMA3A
ENSG00000214832	UPF3AP2	48.51	transcribed_processed_pseudogene	UPF3AP2
ENSG00000253244	AC113423.1	41.06	lncRNA	
ENSG00000226359	ACTG1P24	55.99	processed_pseudogene	ACTG1P24
ENSG00000254011	AC011333.1	48.11	lncRNA	
ENSG00000253447	AC113423.2	45.65	lncRNA	
ENSG00000280695	AC226131.1	53.83	lncRNA	
ENSG00000277816	LILRB3	60.57	protein_coding	LILRB3
ENSG00000128487	SPECC1	42.50	protein_coding	SPECC1
ENSG00000120729	MYOT	37.01	protein_coding	MYOT
ENSG00000166189	HPS6	64.21	protein_coding	HPS6
ENSG00000228954	BX927178.1	63.76	unprocessed_pseudogene	
ENSG00000112539	C6orf118	41.12	protein_coding	C6orf118
ENSG00000234980	WASF5P	49.45	processed_pseudogene	WASF5P
ENSG00000229265	USP8P1	39.80	processed_pseudogene	USP8P1
ENSG00000158458	NRG2	46.42	protein_coding	NRG2
ENSG00000224302	AL500527.1	40.78	processed_pseudogene	
ENSG00000237022	HLA-C	59.16	protein_coding	HLA-C
ENSG00000229629	AL500527.2	41.05	processed_pseudogene	
ENSG00000188681	TEKT4P2	45.63	transcribed_unprocessed_pseudogene	TEKT4P2
ENSG00000228134	UBE2V1P14	37.10	processed_pseudogene	UBE2V1P14
ENSG00000229781	AC013444.1	40.70	processed_pseudogene	
ENSG00000155229	MMS19	44.91	protein_coding	MMS19
ENSG00000259071	AL359397.2	43.93	lncRNA	
ENSG00000125375	DMAC2L	40.65	protein_coding	DMAC2L
ENSG00000279720	CR392039.5	51.90	processed_pseudogene	
ENSG00000266286	AC037482.3	55.32	protein_coding	
ENSG00000279381	CR392039.2	62.75	processed_pseudogene	
ENSG00000226072	AC016772.1	39.12	processed_pseudogene	
ENSG00000154479	CCDC173	38.67	protein_coding	CCDC173
ENSG00000259425	AC011767.1	51.70	transcribed_unprocessed_pseudogene	
ENSG00000276828	AC012488.1	46.14	unprocessed_pseudogene	
ENSG00000134121	CHL1	37.01	protein_coding	CHL1
ENSG00000141446	ESCO1	41.11	protein_coding	ESCO1
ENSG00000274253	AC138649.1	48.93	lncRNA	
ENSG00000272243	AL356277.3	36.55	lncRNA	
ENSG00000259094	AC013457.1	41.22	lncRNA	
ENSG00000261968	KRTAP4-8	52.98	protein_coding	
ENSG00000170113	NIPA1	46.41	protein_coding	NIPA1
ENSG00000262520	KRTAP4-16	63.14	protein_coding	KRTAP4-16
ENSG00000217178	AL357563.1	54.43	processed_pseudogene	
ENSG00000220884	MESTP1	49.90	processed_pseudogene	MESTP1
ENSG00000223786	AL357507.1	36.45	lncRNA	
ENSG00000262121	KRTAP4-9	55.06	protein_coding	KRTAP4-9
ENSG00000218483	AL356277.1	46.44	processed_pseudogene	
ENSG00000224583	AL356277.2	36.97	lncRNA	
ENSG00000263229	KRTAP4-11	52.80	protein_coding	KRTAP4-11
ENSG00000224166	PRYP1	40.49	unprocessed_pseudogene	PRYP1
ENSG00000259208	AC023968.1	45.47	processed_pseudogene	
ENSG00000263236	KRTAP4-12	55.25	protein_coding	KRTAP4-12
ENSG00000266306	AC061975.5	50.84	unprocessed_pseudogene	
ENSG00000231773	ZDHHC20P2	40.75	processed_pseudogene	ZDHHC20P2
ENSG00000229129	ACTG1P2	55.02	processed_pseudogene	ACTG1P2
ENSG00000286114	AL603764.1	48.37	unprocessed_pseudogene	
ENSG00000196569	LAMA2	36.02	protein_coding	LAMA2
ENSG00000286135	AL603764.2	47.60	protein_coding	
ENSG00000260674	AC026826.3	53.16	processed_pseudogene	
ENSG00000250516	AC021678.1	44.74	processed_pseudogene	
ENSG00000262218	KRTAP29-1	52.05	protein_coding	KRTAP29-1
ENSG00000253235	AC111149.1	44.99	lncRNA	
ENSG00000253907	AC021678.3	55.67	processed_pseudogene	
ENSG00000155966	AFF2	38.84	protein_coding	AFF2
ENSG00000183559	C10orf120	46.68	protein_coding	C10orf120
ENSG00000235663	SAPCD1-AS1	50.20	lncRNA	SAPCD1-AS1
ENSG00000213719	CLIC1	51.00	protein_coding	CLIC1
ENSG00000253339	AC111149.2	42.43	lncRNA	
ENSG00000237559	HLA-S	49.77	unprocessed_pseudogene	HLA-S
ENSG00000121039	RDH10	41.69	protein_coding	RDH10
ENSG00000031003	FAM13B	40.05	protein_coding	FAM13B
ENSG00000263103	KRTAP9-10P	61.35	unprocessed_pseudogene	KRTAP9-10P
ENSG00000250573	AC006499.4	45.24	processed_pseudogene	
ENSG00000244134	RPS12P20	51.84	processed_pseudogene	RPS12P20
ENSG00000122711	SPINK4	48.28	protein_coding	SPINK4
ENSG00000164309	CMYA5	40.69	protein_coding	CMYA5
ENSG00000186635	ARAP1	54.91	protein_coding	ARAP1
ENSG00000211974	IGHV2-70D	53.08	IG_V_gene	IGHV2-70D
ENSG00000219409	AL590704.1	45.72	processed_pseudogene	
ENSG00000217195	AL513475.1	34.92	processed_pseudogene	
ENSG00000220739	AL513475.2	37.76	processed_pseudogene	
ENSG00000225311	AL024474.2	41.65	lncRNA	
ENSG00000286380	AC084864.2	52.08	lncRNA	
ENSG00000242078	AC084864.1	53.74	lncRNA	
ENSG00000147604	RPL7	50.65	protein_coding	RPL7
ENSG00000152818	UTRN	38.00	protein_coding	UTRN
ENSG00000282600	IGHV3-69-1	49.67	IG_V_pseudogene	IGHV3-69-1
ENSG00000206292	HLA-DOA	52.42	protein_coding	HLA-DOA
ENSG00000281990	IGHV1-69-2	53.88	IG_V_gene	IGHV1-69-2
ENSG00000251048	AC093871.1	44.92	lncRNA	
ENSG00000286046	AC093898.1	37.40	lncRNA	
ENSG00000250258	AC008496.2	41.47	lncRNA	
